activateable,createable,custom,customSetting,deletable,deprecatedAndHidden,feedEnabled,hasSubtypes,isSubtype,keyPrefix,label,labelPlural,layoutable,mergeable,mruEnabled,name,queryable,replicateable,retrieveable,searchable,triggerable,undeletable,updateable,urls
False,False,False,False,False,False,False,False,False,,Name,Names,False,False,False,Name,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/Name/{ID}'), ('describe', '/services/data/v42.0/sobjects/Name/describe'), ('sobject', '/services/data/v42.0/sobjects/Name')])"
False,False,False,False,False,False,False,False,False,0XA,Named Credential,Named Credentials,False,False,True,NamedCredential,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/NamedCredential/{ID}'), ('describe', '/services/data/v42.0/sobjects/NamedCredential/describe'), ('sobject', '/services/data/v42.0/sobjects/NamedCredential')])"
False,True,False,False,True,False,False,False,False,0Lm,Navigation Link Set,Navigation Link Sets,False,False,False,NavigationLinkSet,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/NavigationLinkSet/{ID}'), ('describe', '/services/data/v42.0/sobjects/NavigationLinkSet/describe'), ('sobject', '/services/data/v42.0/sobjects/NavigationLinkSet')])"
False,True,False,False,True,False,False,False,False,0Mi,Navigation Menu Item,Navigation Menu Items,False,False,False,NavigationMenuItem,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/NavigationMenuItem/{ID}'), ('describe', '/services/data/v42.0/sobjects/NavigationMenuItem/describe'), ('sobject', '/services/data/v42.0/sobjects/NavigationMenuItem')])"
False,False,False,False,False,False,False,False,False,0DB,Network,Networks,False,False,False,Network,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/Network/{ID}'), ('describe', '/services/data/v42.0/sobjects/Network/describe'), ('sobject', '/services/data/v42.0/sobjects/Network')])"
False,False,False,False,False,False,False,False,False,0OV,Default Community,Default Communities,False,False,False,NetworkAffinity,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/NetworkAffinity/{ID}'), ('describe', '/services/data/v42.0/sobjects/NetworkAffinity/describe'), ('sobject', '/services/data/v42.0/sobjects/NetworkAffinity')])"
False,False,False,False,False,False,False,False,False,0DO,Network Member,Network Members,False,False,False,NetworkMember,True,True,True,False,True,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/NetworkMember/{ID}'), ('describe', '/services/data/v42.0/sobjects/NetworkMember/describe'), ('sobject', '/services/data/v42.0/sobjects/NetworkMember')])"
False,False,False,False,False,False,False,False,False,0DL,Network Member Group,Network Member Group,False,False,False,NetworkMemberGroup,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/NetworkMemberGroup/{ID}'), ('describe', '/services/data/v42.0/sobjects/NetworkMemberGroup/describe'), ('sobject', '/services/data/v42.0/sobjects/NetworkMemberGroup')])"
False,False,False,False,False,False,False,False,False,0Dp,Experience Page Override,Experience Page Overrides,False,False,False,NetworkPageOverride,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/NetworkPageOverride/{ID}'), ('describe', '/services/data/v42.0/sobjects/NetworkPageOverride/describe'), ('sobject', '/services/data/v42.0/sobjects/NetworkPageOverride')])"
False,False,False,False,False,False,False,False,False,0Dm,Experience Self Registration,Experience Self Registrations,False,False,False,NetworkSelfRegistration,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/NetworkSelfRegistration/{ID}'), ('describe', '/services/data/v42.0/sobjects/NetworkSelfRegistration/describe'), ('sobject', '/services/data/v42.0/sobjects/NetworkSelfRegistration')])"
False,True,False,False,True,False,False,False,False,002,Note,Notes,True,False,False,Note,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/Note/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/Note/{ID}'), ('describe', '/services/data/v42.0/sobjects/Note/describe'), ('layouts', '/services/data/v42.0/sobjects/Note/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/Note')])"
False,False,False,False,False,False,False,False,False,,Note and Attachment,Notes and Attachments,False,False,False,NoteAndAttachment,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/NoteAndAttachment/{ID}'), ('describe', '/services/data/v42.0/sobjects/NoteAndAttachment/describe'), ('sobject', '/services/data/v42.0/sobjects/NoteAndAttachment')])"
False,False,False,False,False,False,False,False,False,0CQ,Oauth Token,Oauth Tokens,False,False,False,OauthToken,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/OauthToken/{ID}'), ('describe', '/services/data/v42.0/sobjects/OauthToken/describe'), ('sobject', '/services/data/v42.0/sobjects/OauthToken')])"
False,False,False,False,False,False,False,False,False,110,Object Permissions,Object Permissions,False,False,False,ObjectPermissions,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ObjectPermissions/{ID}'), ('describe', '/services/data/v42.0/sobjects/ObjectPermissions/describe'), ('sobject', '/services/data/v42.0/sobjects/ObjectPermissions')])"
False,False,False,False,False,False,False,False,False,,Open Activity,Open Activities,False,False,False,OpenActivity,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/OpenActivity/{ID}'), ('describe', '/services/data/v42.0/sobjects/OpenActivity/describe'), ('sobject', '/services/data/v42.0/sobjects/OpenActivity')])"
False,True,False,False,True,False,True,False,False,006,Opportunity,Opportunities,True,False,True,Opportunity,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/Opportunity/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/Opportunity/{ID}'), ('approvalLayouts', '/services/data/v42.0/sobjects/Opportunity/describe/approvalLayouts'), ('listviews', '/services/data/v42.0/sobjects/Opportunity/listviews'), ('describe', '/services/data/v42.0/sobjects/Opportunity/describe'), ('quickActions', '/services/data/v42.0/sobjects/Opportunity/quickActions'), ('layouts', '/services/data/v42.0/sobjects/Opportunity/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/Opportunity')])"
False,False,False,False,False,False,False,False,False,,Opportunity Change Event,Opportunity Change Event,False,False,False,OpportunityChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/OpportunityChangeEvent/{ID}'), ('eventSchema', '/services/data/v42.0/sobjects/OpportunityChangeEvent/eventSchema'), ('describe', '/services/data/v42.0/sobjects/OpportunityChangeEvent/describe'), ('sobject', '/services/data/v42.0/sobjects/OpportunityChangeEvent')])"
False,True,False,False,True,False,False,False,False,00J,Opportunity: Competitor,Opportunity: Competitor,False,False,False,OpportunityCompetitor,True,True,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/OpportunityCompetitor/{ID}'), ('describe', '/services/data/v42.0/sobjects/OpportunityCompetitor/describe'), ('sobject', '/services/data/v42.0/sobjects/OpportunityCompetitor')])"
False,True,False,False,True,False,False,False,False,00K,Opportunity Contact Role,Opportunity Contact Role,True,False,False,OpportunityContactRole,True,True,True,False,True,False,True,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/OpportunityContactRole/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/OpportunityContactRole/{ID}'), ('describe', '/services/data/v42.0/sobjects/OpportunityContactRole/describe'), ('quickActions', '/services/data/v42.0/sobjects/OpportunityContactRole/quickActions'), ('layouts', '/services/data/v42.0/sobjects/OpportunityContactRole/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/OpportunityContactRole')])"
False,False,False,False,True,False,False,False,False,,Opportunity Feed,Opportunity Feed,False,False,False,OpportunityFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/OpportunityFeed/{ID}'), ('describe', '/services/data/v42.0/sobjects/OpportunityFeed/describe'), ('sobject', '/services/data/v42.0/sobjects/OpportunityFeed')])"
False,False,False,False,False,False,False,False,False,,Opportunity Field History,Opportunity Field History,False,False,False,OpportunityFieldHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/OpportunityFieldHistory/{ID}'), ('describe', '/services/data/v42.0/sobjects/OpportunityFieldHistory/describe'), ('sobject', '/services/data/v42.0/sobjects/OpportunityFieldHistory')])"
False,False,False,False,False,False,False,False,False,008,Opportunity History,Opportunity History,False,False,False,OpportunityHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/OpportunityHistory/{ID}'), ('describe', '/services/data/v42.0/sobjects/OpportunityHistory/describe'), ('sobject', '/services/data/v42.0/sobjects/OpportunityHistory')])"
False,True,False,False,True,False,False,False,False,00k,Opportunity Product,Opportunity Product,True,False,True,OpportunityLineItem,True,True,True,False,True,False,True,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/OpportunityLineItem/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/OpportunityLineItem/{ID}'), ('describe', '/services/data/v42.0/sobjects/OpportunityLineItem/describe'), ('layouts', '/services/data/v42.0/sobjects/OpportunityLineItem/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/OpportunityLineItem')])"
False,True,False,False,True,False,False,False,False,00I,Opportunity Partner,Opportunity Partner,False,False,False,OpportunityPartner,True,False,True,False,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/OpportunityPartner/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/OpportunityPartner/{ID}'), ('describe', '/services/data/v42.0/sobjects/OpportunityPartner/describe'), ('sobject', '/services/data/v42.0/sobjects/OpportunityPartner')])"
False,True,False,False,True,False,False,False,False,00t,Opportunity Share,Opportunity Share,False,False,False,OpportunityShare,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/OpportunityShare/{ID}'), ('describe', '/services/data/v42.0/sobjects/OpportunityShare/describe'), ('sobject', '/services/data/v42.0/sobjects/OpportunityShare')])"
False,False,False,False,False,False,False,False,False,01J,Opportunity Stage,Opportunity Stage,False,False,False,OpportunityStage,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/OpportunityStage/{ID}'), ('describe', '/services/data/v42.0/sobjects/OpportunityStage/describe'), ('sobject', '/services/data/v42.0/sobjects/OpportunityStage')])"
False,True,False,False,True,False,False,False,False,00q,Opportunity Team Member,Opportunity Team,True,False,False,OpportunityTeamMember,True,True,True,False,True,False,True,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/OpportunityTeamMember/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/OpportunityTeamMember/{ID}'), ('describe', '/services/data/v42.0/sobjects/OpportunityTeamMember/describe'), ('layouts', '/services/data/v42.0/sobjects/OpportunityTeamMember/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/OpportunityTeamMember')])"
False,True,False,False,True,False,False,False,False,801,Order,Orders,True,False,True,Order,True,True,True,True,True,True,True,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/Order/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/Order/{ID}'), ('approvalLayouts', '/services/data/v42.0/sobjects/Order/describe/approvalLayouts'), ('describe', '/services/data/v42.0/sobjects/Order/describe'), ('quickActions', '/services/data/v42.0/sobjects/Order/quickActions'), ('layouts', '/services/data/v42.0/sobjects/Order/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/Order')])"
False,False,False,False,False,False,False,False,False,,Order Change Event,Order Change Event,False,False,False,OrderChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/OrderChangeEvent/{ID}'), ('eventSchema', '/services/data/v42.0/sobjects/OrderChangeEvent/eventSchema'), ('describe', '/services/data/v42.0/sobjects/OrderChangeEvent/describe'), ('sobject', '/services/data/v42.0/sobjects/OrderChangeEvent')])"
False,False,False,False,True,False,False,False,False,,Order Feed,Order Feed,False,False,False,OrderFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/OrderFeed/{ID}'), ('describe', '/services/data/v42.0/sobjects/OrderFeed/describe'), ('sobject', '/services/data/v42.0/sobjects/OrderFeed')])"
False,False,False,False,False,False,False,False,False,,Order History,Order History,False,False,False,OrderHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/OrderHistory/{ID}'), ('describe', '/services/data/v42.0/sobjects/OrderHistory/describe'), ('sobject', '/services/data/v42.0/sobjects/OrderHistory')])"
False,True,False,False,True,False,False,False,False,802,Order Product,Order Products,True,False,False,OrderItem,True,True,True,False,True,False,True,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/OrderItem/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/OrderItem/{ID}'), ('describe', '/services/data/v42.0/sobjects/OrderItem/describe'), ('layouts', '/services/data/v42.0/sobjects/OrderItem/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/OrderItem')])"
False,False,False,False,False,False,False,False,False,,Order Product Change Event,Order Product Change Event,False,False,False,OrderItemChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/OrderItemChangeEvent/{ID}'), ('eventSchema', '/services/data/v42.0/sobjects/OrderItemChangeEvent/eventSchema'), ('describe', '/services/data/v42.0/sobjects/OrderItemChangeEvent/describe'), ('sobject', '/services/data/v42.0/sobjects/OrderItemChangeEvent')])"
False,False,False,False,True,False,False,False,False,,Order Product Feed,Order Product Feed,False,False,False,OrderItemFeed,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/OrderItemFeed/{ID}'), ('describe', '/services/data/v42.0/sobjects/OrderItemFeed/describe'), ('sobject', '/services/data/v42.0/sobjects/OrderItemFeed')])"
False,False,False,False,False,False,False,False,False,,Order Product History,Order Product History,False,False,False,OrderItemHistory,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/OrderItemHistory/{ID}'), ('describe', '/services/data/v42.0/sobjects/OrderItemHistory/describe'), ('sobject', '/services/data/v42.0/sobjects/OrderItemHistory')])"
False,False,False,False,False,False,False,False,False,0Fy,Order Share,Order Share,False,False,False,OrderShare,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/OrderShare/{ID}'), ('describe', '/services/data/v42.0/sobjects/OrderShare/describe'), ('sobject', '/services/data/v42.0/sobjects/OrderShare')])"
False,False,False,False,False,False,False,False,False,0OL,Org Lifecycle Notification,Org Lifecycle Notification,False,False,False,OrgLifecycleNotification,False,False,False,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/OrgLifecycleNotification/{ID}'), ('eventSchema', '/services/data/v42.0/sobjects/OrgLifecycleNotification/eventSchema'), ('describe', '/services/data/v42.0/sobjects/OrgLifecycleNotification/describe'), ('sobject', '/services/data/v42.0/sobjects/OrgLifecycleNotification')])"
False,False,False,False,False,False,False,False,False,0D2,Organization-wide From Email Address,Organization-wide From Email Addresses,False,False,False,OrgWideEmailAddress,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/OrgWideEmailAddress/{ID}'), ('describe', '/services/data/v42.0/sobjects/OrgWideEmailAddress/describe'), ('sobject', '/services/data/v42.0/sobjects/OrgWideEmailAddress')])"
False,False,False,False,False,False,False,False,False,00D,Organization,Organizations,False,False,False,Organization,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/Organization/{ID}'), ('describe', '/services/data/v42.0/sobjects/Organization/describe'), ('sobject', '/services/data/v42.0/sobjects/Organization')])"
False,True,False,False,False,False,False,False,False,0Q1,Outgoing Email,Outgoing Emails,False,False,False,OutgoingEmail,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/OutgoingEmail/{ID}'), ('describe', '/services/data/v42.0/sobjects/OutgoingEmail/describe'), ('sobject', '/services/data/v42.0/sobjects/OutgoingEmail')])"
False,True,False,False,False,False,False,False,False,0Q3,Outgoing Email Relation,Outgoing Email Relations,False,False,False,OutgoingEmailRelation,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/OutgoingEmailRelation/{ID}'), ('describe', '/services/data/v42.0/sobjects/OutgoingEmailRelation/describe'), ('sobject', '/services/data/v42.0/sobjects/OutgoingEmailRelation')])"
False,False,False,False,False,False,False,False,False,,User Owned File,User Owned File,False,False,False,OwnedContentDocument,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/OwnedContentDocument/{ID}'), ('describe', '/services/data/v42.0/sobjects/OwnedContentDocument/describe'), ('sobject', '/services/data/v42.0/sobjects/OwnedContentDocument')])"
False,False,False,False,False,False,False,False,False,0Cy,Change Owner Option Info,Change Owner Options Info,False,False,False,OwnerChangeOptionInfo,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/OwnerChangeOptionInfo/{ID}'), ('describe', '/services/data/v42.0/sobjects/OwnerChangeOptionInfo/describe'), ('sobject', '/services/data/v42.0/sobjects/OwnerChangeOptionInfo')])"
False,False,False,False,False,False,False,False,False,,Change Event: Parent Opportunity,Change Event: Parent Opportunity,False,False,False,Parent_Opportunity__ChangeEvent,False,False,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/Parent_Opportunity__ChangeEvent/{ID}'), ('eventSchema', '/services/data/v42.0/sobjects/Parent_Opportunity__ChangeEvent/eventSchema'), ('describe', '/services/data/v42.0/sobjects/Parent_Opportunity__ChangeEvent/describe'), ('sobject', '/services/data/v42.0/sobjects/Parent_Opportunity__ChangeEvent')])"
False,False,False,False,False,False,False,False,False,,History: Parent Opportunity,History: Parent Opportunity,False,False,False,Parent_Opportunity__History,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/Parent_Opportunity__History/{ID}'), ('describe', '/services/data/v42.0/sobjects/Parent_Opportunity__History/describe'), ('sobject', '/services/data/v42.0/sobjects/Parent_Opportunity__History')])"
False,True,False,False,True,False,False,False,False,,Share: Parent Opportunity,Share: Parent Opportunity,False,False,False,Parent_Opportunity__Share,True,False,True,False,False,False,True,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/Parent_Opportunity__Share/{ID}'), ('describe', '/services/data/v42.0/sobjects/Parent_Opportunity__Share/describe'), ('sobject', '/services/data/v42.0/sobjects/Parent_Opportunity__Share')])"
False,True,True,False,False,False,False,False,False,a1L,Parent Opportunity,Parent Opportunities,True,False,True,Parent_Opportunity__c,True,True,True,True,True,False,True,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/Parent_Opportunity__c/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/Parent_Opportunity__c/{ID}'), ('approvalLayouts', '/services/data/v42.0/sobjects/Parent_Opportunity__c/describe/approvalLayouts'), ('describe', '/services/data/v42.0/sobjects/Parent_Opportunity__c/describe'), ('quickActions', '/services/data/v42.0/sobjects/Parent_Opportunity__c/quickActions'), ('layouts', '/services/data/v42.0/sobjects/Parent_Opportunity__c/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/Parent_Opportunity__c')])"
False,True,False,False,True,False,False,False,False,00I,Partner,Partner,False,False,False,Partner,True,True,True,False,True,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/Partner/{ID}'), ('describe', '/services/data/v42.0/sobjects/Partner/describe'), ('sobject', '/services/data/v42.0/sobjects/Partner')])"
False,False,False,False,False,False,False,False,False,,Partner Role Value,Partner Role Value,False,False,False,PartnerRole,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/PartnerRole/{ID}'), ('describe', '/services/data/v42.0/sobjects/PartnerRole/describe'), ('sobject', '/services/data/v42.0/sobjects/PartnerRole')])"
False,False,False,False,False,False,False,False,False,026,Period,Period,False,False,False,Period,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/Period/{ID}'), ('describe', '/services/data/v42.0/sobjects/Period/describe'), ('sobject', '/services/data/v42.0/sobjects/Period')])"
False,False,False,False,False,False,False,False,False,0PS,Permission Set,Permission Sets,False,False,True,PermissionSet,True,False,True,True,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/PermissionSet/{ID}'), ('describe', '/services/data/v42.0/sobjects/PermissionSet/describe'), ('sobject', '/services/data/v42.0/sobjects/PermissionSet')])"
False,False,False,False,False,False,False,False,False,0Pa,Permission Set Assignment,Permission Set Assignments,False,False,False,PermissionSetAssignment,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/PermissionSetAssignment/{ID}'), ('describe', '/services/data/v42.0/sobjects/PermissionSetAssignment/describe'), ('sobject', '/services/data/v42.0/sobjects/PermissionSetAssignment')])"
False,False,False,False,False,False,False,False,False,0PG,Permission Set Group,Permission Set Groups,False,False,True,PermissionSetGroup,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/PermissionSetGroup/{ID}'), ('describe', '/services/data/v42.0/sobjects/PermissionSetGroup/describe'), ('sobject', '/services/data/v42.0/sobjects/PermissionSetGroup')])"
False,False,False,False,False,False,False,False,False,0PM,Permission Set Group Component,Permission Set Group Components,False,False,False,PermissionSetGroupComponent,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/PermissionSetGroupComponent/{ID}'), ('describe', '/services/data/v42.0/sobjects/PermissionSetGroupComponent/describe'), ('sobject', '/services/data/v42.0/sobjects/PermissionSetGroupComponent')])"
False,False,False,False,False,False,False,False,False,0PL,Permission Set License,Permission Set Licenses,True,False,False,PermissionSetLicense,True,False,True,False,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/PermissionSetLicense/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/PermissionSetLicense/{ID}'), ('describe', '/services/data/v42.0/sobjects/PermissionSetLicense/describe'), ('layouts', '/services/data/v42.0/sobjects/PermissionSetLicense/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/PermissionSetLicense')])"
False,False,False,False,False,False,False,False,False,2LA,Permission Set License Assignment,Permission Set License Assignments,False,False,False,PermissionSetLicenseAssign,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/PermissionSetLicenseAssign/{ID}'), ('describe', '/services/data/v42.0/sobjects/PermissionSetLicenseAssign/describe'), ('sobject', '/services/data/v42.0/sobjects/PermissionSetLicenseAssign')])"
False,False,False,False,False,False,False,False,False,4pv,Picklist Value Info,Picklist Value Info,False,False,False,PicklistValueInfo,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/PicklistValueInfo/{ID}'), ('describe', '/services/data/v42.0/sobjects/PicklistValueInfo/describe'), ('sobject', '/services/data/v42.0/sobjects/PicklistValueInfo')])"
False,False,False,False,False,False,False,False,False,0JV,Platform Action,Platform Actions,False,False,False,PlatformAction,True,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/PlatformAction/{ID}'), ('describe', '/services/data/v42.0/sobjects/PlatformAction/describe'), ('sobject', '/services/data/v42.0/sobjects/PlatformAction')])"
False,False,False,False,False,False,False,False,False,0Er,Platform Cache Partition,Platform Cache Partitions,False,False,False,PlatformCachePartition,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/PlatformCachePartition/{ID}'), ('describe', '/services/data/v42.0/sobjects/PlatformCachePartition/describe'), ('sobject', '/services/data/v42.0/sobjects/PlatformCachePartition')])"
False,False,False,False,False,False,False,False,False,0Ev,Platform Cache Partition Type,Platform Cache Partition Types,False,False,False,PlatformCachePartitionType,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/PlatformCachePartitionType/{ID}'), ('describe', '/services/data/v42.0/sobjects/PlatformCachePartitionType/describe'), ('sobject', '/services/data/v42.0/sobjects/PlatformCachePartitionType')])"
False,False,False,False,False,False,False,False,False,01s,Price Book,Price Books,True,False,True,Pricebook2,True,True,True,True,True,False,False,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/Pricebook2/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/Pricebook2/{ID}'), ('describe', '/services/data/v42.0/sobjects/Pricebook2/describe'), ('layouts', '/services/data/v42.0/sobjects/Pricebook2/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/Pricebook2')])"
False,False,False,False,False,False,False,False,False,,Price Book History,Price Book History,False,False,False,Pricebook2History,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/Pricebook2History/{ID}'), ('describe', '/services/data/v42.0/sobjects/Pricebook2History/describe'), ('sobject', '/services/data/v42.0/sobjects/Pricebook2History')])"
False,False,False,False,False,False,False,False,False,01u,Price Book Entry,Price Book Entries,True,False,True,PricebookEntry,True,True,True,False,False,False,False,"OrderedDict([('compactLayouts', '/services/data/v42.0/sobjects/PricebookEntry/describe/compactLayouts'), ('rowTemplate', '/services/data/v42.0/sobjects/PricebookEntry/{ID}'), ('describe', '/services/data/v42.0/sobjects/PricebookEntry/describe'), ('layouts', '/services/data/v42.0/sobjects/PricebookEntry/describe/layouts'), ('sobject', '/services/data/v42.0/sobjects/PricebookEntry')])"
False,False,False,False,False,False,False,False,False,04a,Process Definition,Process Definition,False,False,True,ProcessDefinition,True,False,True,True,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ProcessDefinition/{ID}'), ('describe', '/services/data/v42.0/sobjects/ProcessDefinition/describe'), ('sobject', '/services/data/v42.0/sobjects/ProcessDefinition')])"
False,False,False,False,False,False,False,False,False,04g,Process Instance,Process Instance,False,False,False,ProcessInstance,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ProcessInstance/{ID}'), ('describe', '/services/data/v42.0/sobjects/ProcessInstance/describe'), ('sobject', '/services/data/v42.0/sobjects/ProcessInstance')])"
False,False,False,False,False,False,False,False,False,,Process Instance History,Process Instance History,False,False,False,ProcessInstanceHistory,False,False,False,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ProcessInstanceHistory/{ID}'), ('describe', '/services/data/v42.0/sobjects/ProcessInstanceHistory/describe'), ('sobject', '/services/data/v42.0/sobjects/ProcessInstanceHistory')])"
False,False,False,False,False,False,False,False,False,0OO,Process Instance Node,Process Instance Node,False,False,False,ProcessInstanceNode,True,True,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ProcessInstanceNode/{ID}'), ('describe', '/services/data/v42.0/sobjects/ProcessInstanceNode/describe'), ('sobject', '/services/data/v42.0/sobjects/ProcessInstanceNode')])"
False,False,False,False,False,False,False,False,False,04h,Process Instance Step,Process Instance Step,False,False,False,ProcessInstanceStep,True,False,True,False,False,False,False,"OrderedDict([('rowTemplate', '/services/data/v42.0/sobjects/ProcessInstanceStep/{ID}'), ('describe', '/services/data/v42.0/sobjects/ProcessInstanceStep/describe'), ('sobject', '/services/data/v42.0/sobjects/ProcessInstanceStep')])"
