         20475167 function calls (20447362 primitive calls) in 12.383 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   131366    0.175    0.000    0.175    0.000 {method 'findall' of '_sre.SRE_Pattern' objects}
   616454    0.426    0.000    0.426    0.000 {method 'format' of 'str' objects}
   699193    0.100    0.000    0.100    0.000 {method 'get' of 'dict' objects}
      182    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
     2536    0.000    0.000    0.000    0.000 {method 'group' of '_sre.SRE_Match' objects}
       12    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
     2304    0.000    0.000    0.000    0.000 {method 'groups' of '_sre.SRE_Match' objects}
       71    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'is_dir' of 'posix.DirEntry' objects}
    35410    0.005    0.000    0.005    0.000 {method 'isidentifier' of 'str' objects}
     1435    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
      542    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
    77794    0.010    0.000    0.010    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
71566/71562    0.014    0.000    0.015    0.000 {method 'join' of 'str' objects}
    38071    0.004    0.000    0.004    0.000 {method 'keys' of 'collections.OrderedDict' objects}
    11960    0.002    0.000    0.002    0.000 {method 'keys' of 'dict' objects}
   576031    0.059    0.000    0.059    0.000 {method 'lower' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
     2694    0.001    0.000    0.001    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
       14    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       64    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
     3459    0.001    0.000    0.001    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        9    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
   132045    0.035    0.000    0.035    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
       13    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
      113    0.001    0.000    0.001    0.000 {method 'read' of '_io.FileIO' objects}
        8    0.000    0.000    0.001    0.000 {method 'read' of '_io.TextIOWrapper' objects}
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.001    0.001    0.001    0.001 {method 'readlines' of '_io._IOBase' objects}
       19    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        2    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       22    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
      133    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       26    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
   593521    0.109    0.000    0.109    0.000 {method 'rfind' of 'str' objects}
     1132    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        6    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
     3862    0.001    0.000    0.001    0.000 {method 'rstrip' of 'str' objects}
      506    0.001    0.000    0.001    0.000 {method 'search' of '_sre.SRE_Pattern' objects}
        1    0.000    0.000    0.000    0.000 {method 'seek' of '_io.BufferedReader' objects}
      287    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       27    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
       16    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      242    0.000    0.000    0.000    0.000 {method 'split' of '_sre.SRE_Pattern' objects}
   592585    0.157    0.000    0.157    0.000 {method 'split' of 'str' objects}
       13    0.000    0.000    0.000    0.000 {method 'splitlines' of 'str' objects}
       24    0.000    0.000    0.000    0.000 {method 'start' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
     2927    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
   133909    0.019    0.000    0.019    0.000 {method 'strip' of 'str' objects}
      116    0.000    0.000    0.000    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
       51    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
    15983    0.006    0.000    0.006    0.000 {method 'update' of 'dict' objects}
    79405    0.009    0.000    0.009    0.000 {method 'upper' of 'str' objects}
     1444    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
     5968    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
     7048    0.002    0.000    0.002    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'write' of '_io.TextIOWrapper' objects}
       30    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}


