         20475167 function calls (20447362 primitive calls) in 12.383 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 persisted_containers.py:51(get_custom_container_files)
        1    0.000    0.000    0.000    0.000 persisted_containers.py:56(is_special_file)
        1    0.000    0.000    0.000    0.000 persisted_containers.py:68(<listcomp>)
       13    0.000    0.000    0.043    0.003 persisted_containers.py:75(get_persisted_container)
        1    0.000    0.000    0.000    0.000 pickle.py:181(<listcomp>)
        1    0.000    0.000    0.000    0.000 pickle.py:184(_Framer)
        1    0.000    0.000    0.000    0.000 pickle.py:220(_Unframer)
        1    0.000    0.000    0.001    0.001 pickle.py:24(<module>)
        1    0.000    0.000    0.000    0.000 pickle.py:345(_Pickler)
        1    0.000    0.000    0.000    0.000 pickle.py:64(PickleError)
        1    0.000    0.000    0.000    0.000 pickle.py:68(PicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:75(UnpicklingError)
        1    0.000    0.000    0.000    0.000 pickle.py:88(_Stop)
        1    0.000    0.000    0.000    0.000 pickle.py:986(_Unpickler)
        1    0.000    0.000    0.000    0.000 pipette.py:1(<module>)
     4111    0.003    0.000    0.011    0.000 pipette.py:1234(_get_plunger_position)
     1166    0.002    0.000    0.009    0.000 pipette.py:1253(_plunge_distance)
     1166    0.001    0.000    0.001    0.000 pipette.py:1270(_volume_percentage)
       10    0.000    0.000    0.001    0.000 pipette.py:1291(_create_transfer_plan)
        1    0.000    0.000    0.000    0.000 pipette.py:13(Pipette)
       10    0.004    0.000   12.089    1.209 pipette.py:1332(_run_transfer_plan)
      580    0.001    0.000    0.140    0.000 pipette.py:1363(_add_tip_during_transfer)
      580    0.002    0.000    7.087    0.012 pipette.py:1371(_aspirate_during_transfer)
      580    0.002    0.000    4.714    0.008 pipette.py:1391(_dispense_during_transfer)
     1160    0.001    0.000    0.002    0.000 pipette.py:1408(_mix_during_transfer)
      580    0.000    0.000    0.000    0.000 pipette.py:1413(_blowout_during_transfer)
      580    0.000    0.000    0.142    0.000 pipette.py:1426(_drop_tip_during_transfer)
     2955    0.002    0.000    0.004    0.000 pipette.py:1456(motor)
       10    0.000    0.000    0.000    0.000 pipette.py:151(update_calibrator)
      591    0.001    0.000    0.001    0.000 pipette.py:164(has_tip_rack)
        1    0.000    0.000    0.001    0.001 pipette.py:172(reset_tip_tracking)
        1    0.000    0.000    0.001    0.001 pipette.py:183(<listcomp>)
      611    0.000    0.000    0.000    0.000 pipette.py:192(current_tip)
       10    0.000    0.000    0.000    0.000 pipette.py:203(get_next_tip)
     1762    0.003    0.000    0.036    0.000 pipette.py:216(_associate_placeable)
     1765    0.003    0.000    8.377    0.005 pipette.py:228(move_to)
      583    0.005    0.000    7.065    0.012 pipette.py:262(aspirate)
      583    0.005    0.000    4.679    0.008 pipette.py:350(dispense)
      583    0.005    0.000    5.911    0.010 pipette.py:437(_position_for_aspirate)
        1    0.000    0.000    0.026    0.026 pipette.py:458(mix)
        1    0.000    0.000    0.001    0.001 pipette.py:73(__init__)
       10    0.000    0.000    0.171    0.017 pipette.py:731(pick_up_tip)
       10    0.000    0.000    0.142    0.014 pipette.py:800(drop_tip)
       10    0.000    0.000   12.090    1.209 pipette.py:949(transfer)
       14    0.000    0.000    0.000    0.000 pkgutil.py:402(get_importer)
        1    0.000    0.000    0.001    0.001 placeable.py:1(<module>)
      330    0.001    0.000    0.003    0.000 placeable.py:103(<listcomp>)
     8128    0.007    0.000    0.013    0.000 placeable.py:105(__str__)
     6456    0.009    0.000    0.236    0.000 placeable.py:11(unpack_location)
    37877    0.014    0.000    0.043    0.000 placeable.py:116(__iter__)
      112    0.000    0.000    0.000    0.000 placeable.py:119(__len__)
    36463    0.004    0.000    0.004    0.000 placeable.py:122(__bool__)
    38491    0.009    0.000    0.009    0.000 placeable.py:156(get_name)
    38071    0.021    0.000    0.025    0.000 placeable.py:171(get_children_list)
     7102    0.010    0.000    0.027    0.000 placeable.py:186(get_trace)
    30211    0.013    0.000    0.016    0.000 placeable.py:192(get_next_parent)
      289    0.000    0.000    0.003    0.000 placeable.py:208(coordinates)
      289    0.000    0.000    0.000    0.000 placeable.py:212(<listcomp>)
      289    0.000    0.000    0.001    0.000 placeable.py:213(<lambda>)
     1181    0.002    0.000    0.005    0.000 placeable.py:215(add)
     1181    0.001    0.000    0.001    0.000 placeable.py:253(get_parent)
       13    0.000    0.000    0.000    0.000 placeable.py:259(get_child_by_name)
       71    0.000    0.000    0.000    0.000 placeable.py:265(get_index_from_name)
        4    0.000    0.000    0.000    0.000 placeable.py:284(has_children)
     5543    0.010    0.000    0.041    0.000 placeable.py:290(size)
     6696    0.006    0.000    0.010    0.000 placeable.py:307(x_size)
     1181    0.001    0.000    0.087    0.000 placeable.py:31(humanize_location)
     6696    0.003    0.000    0.006    0.000 placeable.py:313(y_size)
     6124    0.004    0.000    0.007    0.000 placeable.py:319(z_size)
    293/4    0.000    0.000    0.000    0.000 placeable.py:325(get_all_children)
     4721    0.002    0.000    0.019    0.000 placeable.py:336(max_dimensions)
        4    0.000    0.000    0.015    0.004 placeable.py:353(<listcomp>)
        4    0.000    0.000    0.001    0.000 placeable.py:358(<listcomp>)
        1    0.000    0.000    0.000    0.000 placeable.py:36(Placeable)
      867    0.000    0.000    0.001    0.000 placeable.py:360(<lambda>)
     5254    0.022    0.000    0.163    0.000 placeable.py:369(from_polar)
      289    0.001    0.000    0.007    0.000 placeable.py:386(from_cartesian)
      601    0.001    0.000    0.037    0.000 placeable.py:406(bottom)
     4653    0.008    0.000    0.247    0.000 placeable.py:421(top)
     5543    0.017    0.000    0.280    0.000 placeable.py:437(from_center)
     5543    0.006    0.000    0.040    0.000 placeable.py:445(<listcomp>)
     5543    0.004    0.000    0.021    0.000 placeable.py:448(<listcomp>)
        1    0.000    0.000    0.000    0.000 placeable.py:458(Deck)
     2361    0.019    0.000    0.069    0.000 placeable.py:462(containers)
     1182    0.004    0.000    0.005    0.000 placeable.py:47(__init__)
        1    0.000    0.000    0.000    0.000 placeable.py:479(Well)
        1    0.000    0.000    0.000    0.000 placeable.py:486(Slot)
        1    0.000    0.000    0.000    0.000 placeable.py:493(Container)
       13    0.000    0.000    0.000    0.000 placeable.py:497(__init__)
      112    0.000    0.000    0.007    0.000 placeable.py:509(calculate_grid)
       24    0.002    0.000    0.004    0.000 placeable.py:521(get_grid)
       12    0.000    0.000    0.000    0.000 placeable.py:538(transpose)
       24    0.001    0.000    0.002    0.000 placeable.py:550(get_wellseries)
      112    0.000    0.000    0.007    0.000 placeable.py:565(rows)
      150    0.000    0.000    0.000    0.000 placeable.py:606(well)
      111    0.000    0.000    0.002    0.000 placeable.py:612(wells)
       50    0.000    0.000    0.000    0.000 placeable.py:624(<listcomp>)
      111    0.000    0.000    0.002    0.000 placeable.py:634(__call__)
       61    0.000    0.000    0.001    0.000 placeable.py:646(_parse_wells_to_and_length)
       61    0.000    0.000    0.000    0.000 placeable.py:653(<listcomp>)
        1    0.000    0.000    0.000    0.000 placeable.py:693(WellSeries)
      375    0.000    0.000    0.001    0.000 placeable.py:704(__init__)
      111    0.000    0.000    0.000    0.000 placeable.py:709(<dictcomp>)
      851    0.001    0.000    0.017    0.000 placeable.py:720(__repr__)
      851    0.001    0.000    0.016    0.000 placeable.py:726(__str__)
      851    0.003    0.000    0.014    0.000 placeable.py:729(<listcomp>)
    16188    0.009    0.000    0.012    0.000 placeable.py:731(__getattr__)
      311    0.000    0.000    0.000    0.000 placeable.py:738(get_name)
      588    0.000    0.000    0.000    0.000 placeable.py:749(get_children_list)
      221    0.000    0.000    0.000    0.000 placeable.py:752(get_child_by_name)
      225    0.000    0.000    0.000    0.000 placeable.py:85(__getitem__)
      330    0.001    0.000    0.006    0.000 placeable.py:99(__repr__)
        1    0.000    0.000    0.008    0.008 platform.py:10(<module>)
        1    0.000    0.000    0.000    0.000 plistlib.py:109(Dict)
        1    0.000    0.000    0.000    0.000 plistlib.py:127(Plist)
        1    0.000    0.000    0.000    0.000 plistlib.py:204(Data)
        1    0.000    0.000    0.000    0.000 plistlib.py:312(_PlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:416(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:454(_PlistWriter)
        1    0.000    0.000    0.003    0.003 plistlib.py:47(<module>)
        1    0.000    0.000    0.000    0.000 plistlib.py:587(InvalidFileException)
        1    0.000    0.000    0.000    0.000 plistlib.py:593(_BinaryPlistParser)
        1    0.000    0.000    0.000    0.000 plistlib.py:746(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 plistlib.py:79(_InternalDict)
       38    0.000    0.000    0.000    0.000 posixpath.py:102(split)
   197797    0.159    0.000    0.462    0.000 posixpath.py:119(splitext)
   197681    0.197    0.000    0.360    0.000 posixpath.py:142(basename)
      177    0.000    0.000    0.000    0.000 posixpath.py:152(dirname)
       36    0.000    0.000    0.000    0.000 posixpath.py:166(islink)
        1    0.000    0.000    0.000    0.000 posixpath.py:230(expanduser)
        8    0.000    0.000    0.000    0.000 posixpath.py:329(normpath)
        8    0.000    0.000    0.000    0.000 posixpath.py:367(abspath)
        7    0.000    0.000    0.000    0.000 posixpath.py:382(realpath)
   198167    0.061    0.000    0.090    0.000 posixpath.py:39(_get_sep)
        7    0.000    0.000    0.000    0.000 posixpath.py:391(_joinrealpath)
   197573    0.119    0.000    0.191    0.000 posixpath.py:50(normcase)
       15    0.000    0.000    0.000    0.000 posixpath.py:62(isabs)
      255    0.000    0.000    0.001    0.000 posixpath.py:73(join)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:72(_safe_key)
        1    0.000    0.000    0.000    0.000 pprint.py:98(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 py31compat.py:1(<module>)
       27    0.000    0.000    0.002    0.000 pyparsing.py:1016(_trim_arity)
       26    0.000    0.000    0.002    0.000 pyparsing.py:1024(extract_stack)
       12    0.000    0.000    0.000    0.000 pyparsing.py:1046(wrapper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1080(ParserElement)
      337    0.001    0.000    0.001    0.000 pyparsing.py:1121(__init__)
      471    0.000    0.000    0.003    0.000 pyparsing.py:1144(copy)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1167(setName)
       16    0.000    0.000    0.000    0.000 pyparsing.py:1181(setResultsName)
       25    0.000    0.000    0.002    0.000 pyparsing.py:1227(setParseAction)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1265(addParseAction)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1275(addCondition)
       64    0.000    0.000    0.000    0.000 pyparsing.py:1328(preParse)
       46    0.000    0.000    0.000    0.000 pyparsing.py:1343(postParse)
    106/2    0.000    0.000    0.001    0.000 pyparsing.py:1347(_parseNoCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1433(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1452(_FifoCache)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1530(resetCache)
        2    0.000    0.000    0.001    0.000 pyparsing.py:1571(parseString)
        1    0.000    0.000    0.000    0.000 pyparsing.py:160(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:172(_Constants)
       83    0.000    0.000    0.001    0.000 pyparsing.py:1780(__add__)
       95    0.000    0.000    0.000    0.000 pyparsing.py:180(<genexpr>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1800(__radd__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:182(ParseBaseException)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1836(__mul__)
       36    0.000    0.000    0.000    0.000 pyparsing.py:186(__init__)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1885(makeOptionalList)
       49    0.000    0.000    0.001    0.000 pyparsing.py:1907(__or__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1931(__xor__)
        4    0.000    0.000    0.000    0.000 pyparsing.py:1979(__invert__)
       14    0.000    0.000    0.000    0.000 pyparsing.py:1985(__call__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2004(suppress)
       78    0.000    0.000    0.000    0.000 pyparsing.py:2011(leaveWhitespace)
      170    0.000    0.000    0.000    0.000 pyparsing.py:2020(setWhitespaceChars)
      105    0.000    0.000    0.000    0.000 pyparsing.py:2112(__str__)
       65    0.000    0.000    0.000    0.000 pyparsing.py:2118(streamline)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2323(Token)
      121    0.000    0.000    0.000    0.000 pyparsing.py:2327(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2331(Empty)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2335(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2342(NoMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2357(Literal)
       69    0.000    0.000    0.000    0.000 pyparsing.py:2371(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:238(ParseException)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2390(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2398(Keyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2463(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2486(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2504(CloseMatch)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2565(Word)
        1    0.000    0.000    0.000    0.000 pyparsing.py:259(ParseFatalException)
       13    0.000    0.000    0.002    0.000 pyparsing.py:2612(__init__)
      281    0.000    0.000    0.000    0.000 pyparsing.py:2615(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:264(ParseSyntaxException)
       20    0.000    0.000    0.000    0.000 pyparsing.py:2666(parseImpl)
       30    0.000    0.000    0.000    0.000 pyparsing.py:2701(__str__)
       17    0.000    0.000    0.000    0.000 pyparsing.py:2710(charsAsStr)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2724(Regex)
       27    0.000    0.000    0.015    0.001 pyparsing.py:2738(__init__)
       24    0.000    0.000    0.000    0.000 pyparsing.py:2772(parseImpl)
       49    0.000    0.000    0.000    0.000 pyparsing.py:2785(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2797(QuotedString)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2822(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:283(RecursiveGrammarException)
        1    0.000    0.000    0.000    0.000 pyparsing.py:291(_ParseResultsWithOffset)
        4    0.000    0.000    0.000    0.000 pyparsing.py:292(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2922(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2934(CharsNotIn)
       16    0.000    0.000    0.000    0.000 pyparsing.py:294(__getitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3005(White)
        1    0.000    0.000    0.000    0.000 pyparsing.py:301(ParseResults)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3020(__init__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3023(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3025(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3056(_PositionToken)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3057(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3063(GoToColumn)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3089(LineStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3110(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3119(LineEnd)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3123(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3139(StringStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3143(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3154(StringEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3158(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3172(WordStart)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3192(WordEnd)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3215(ParseExpression)
      134    0.000    0.000    0.001    0.000 pyparsing.py:3219(__init__)
      268    0.000    0.000    0.000    0.000 pyparsing.py:3229(<genexpr>)
    61/11    0.000    0.000    0.003    0.000 pyparsing.py:3247(leaveWhitespace)
       61    0.000    0.000    0.002    0.000 pyparsing.py:3251(<listcomp>)
     20/4    0.000    0.000    0.000    0.000 pyparsing.py:3278(streamline)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3312(setResultsName)
   131/65    0.000    0.000    0.003    0.000 pyparsing.py:3322(copy)
   131/65    0.000    0.000    0.002    0.000 pyparsing.py:3324(<listcomp>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3327(And)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3343(_ErrorStop)
       84    0.000    0.000    0.001    0.000 pyparsing.py:3349(__init__)
      195    0.000    0.000    0.000    0.000 pyparsing.py:3351(<genexpr>)
     10/2    0.000    0.000    0.001    0.000 pyparsing.py:3356(parseImpl)
    13/12    0.000    0.000    0.000    0.000 pyparsing.py:3393(__str__)
       41    0.000    0.000    0.000    0.000 pyparsing.py:3398(<genexpr>)
       82    0.000    0.000    0.000    0.000 pyparsing.py:340(__new__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3403(Or)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3417(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3420(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3482(MatchFirst)
    82/80    0.000    0.000    0.000    0.000 pyparsing.py:349(__init__)
       49    0.000    0.000    0.000    0.000 pyparsing.py:3499(__init__)
      141    0.000    0.000    0.000    0.000 pyparsing.py:3502(<genexpr>)
     20/8    0.000    0.000    0.001    0.000 pyparsing.py:3506(parseImpl)
       15    0.000    0.000    0.000    0.000 pyparsing.py:3535(__str__)
       50    0.000    0.000    0.000    0.000 pyparsing.py:3540(<genexpr>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3550(Each)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3674(ParseElementEnhance)
       82    0.000    0.000    0.000    0.000 pyparsing.py:3678(__init__)
     16/2    0.000    0.000    0.001    0.000 pyparsing.py:3696(parseImpl)
    36/11    0.000    0.000    0.003    0.000 pyparsing.py:3702(leaveWhitespace)
     15/4    0.000    0.000    0.000    0.000 pyparsing.py:3721(streamline)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3740(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3751(FollowedBy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3777(NotAny)
        4    0.000    0.000    0.000    0.000 pyparsing.py:3788(__init__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3800(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3809(_MultipleMatch)
       11    0.000    0.000    0.000    0.000 pyparsing.py:3810(__init__)
        2    0.000    0.000    0.001    0.000 pyparsing.py:3818(parseImpl)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3847(OneOrMore)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3873(__str__)
       24    0.000    0.000    0.000    0.000 pyparsing.py:388(__getitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3882(ZeroOrMore)
        8    0.000    0.000    0.000    0.000 pyparsing.py:3894(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3913(_NullToken)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3921(Optional)
       28    0.000    0.000    0.000    0.000 pyparsing.py:3956(__init__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3962(parseImpl)
        4    0.000    0.000    0.000    0.000 pyparsing.py:397(__setitem__)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3976(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3985(SkipTo)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4100(Forward)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4119(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4122(__lshift__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4173(copy)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4181(_ForwardNoRecurse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4185(TokenConverter)
       38    0.000    0.000    0.000    0.000 pyparsing.py:4189(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4193(Combine)
       12    0.000    0.000    0.004    0.000 pyparsing.py:4210(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4237(Group)
        5    0.000    0.000    0.000    0.000 pyparsing.py:4251(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4255(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4258(Dict)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4294(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4323(Suppress)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4342(postParse)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4349(OnlyOnce)
       18    0.000    0.000    0.000    0.000 pyparsing.py:435(__bool__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:437(__iter__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4409(delimitedList)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4524(_escapeRegexRangeChars)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4640(originalTextFor)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4716(<lambda>)
        2    0.000    0.000    0.001    0.001 pyparsing.py:4722(srange)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4740(<genexpr>)
        6    0.000    0.000    0.000    0.000 pyparsing.py:4740(<lambda>)
        8    0.000    0.000    0.000    0.000 pyparsing.py:4742(<genexpr>)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4784(tokenMap)
        6    0.000    0.000    0.000    0.000 pyparsing.py:483(haskeys)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4834(_makeTags)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4849(<genexpr>)
        1    0.000    0.000    0.001    0.001 pyparsing.py:4863(makeHTMLTags)
        1    0.000    0.000    0.007    0.007 pyparsing.py:5353(pyparsing_common)
        1    0.000    0.000    0.016    0.016 pyparsing.py:61(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:621(__getattr__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:640(__iadd__)
        2    0.000    0.000    0.000    0.000 pyparsing.py:643(<lambda>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:645(<listcomp>)
        1    0.000    0.000    0.000    0.000 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queue.py:13(Empty)
        1    0.000    0.000    0.000    0.000 queue.py:17(Full)
        1    0.000    0.000    0.000    0.000 queue.py:21(Queue)
        1    0.000    0.000    0.000    0.000 queue.py:214(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:233(LifoQueue)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.002    0.002 quoprimime.py:27(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.003    0.003 random.py:38(<module>)
        1    0.000    0.000    0.000    0.000 random.py:663(SystemRandom)
        1    0.000    0.000    0.000    0.000 random.py:71(Random)
        1    0.000    0.000    0.000    0.000 random.py:87(__init__)
        1    0.000    0.000    0.000    0.000 random.py:96(seed)
     2406    0.001    0.000    0.003    0.000 re.py:169(match)
      116    0.000    0.000    0.000    0.000 re.py:184(sub)
   131366    0.065    0.000    0.381    0.000 re.py:214(findall)
   131485    0.045    0.000    0.166    0.000 re.py:231(compile)
        5    0.000    0.000    0.000    0.000 re.py:249(escape)
   265373    0.198    0.000    0.264    0.000 re.py:286(_compile)
        1    0.000    0.000    0.000    0.000 requirements.py:18(InvalidRequirement)
        1    0.000    0.000    0.031    0.031 requirements.py:4(<module>)
        1    0.000    0.000    0.000    0.000 requirements.py:75(Requirement)
        1    0.000    0.000    0.156    0.156 robot.py:1(<module>)
        1    0.000    0.000    0.000    0.000 robot.py:101(Robot)
        1    0.000    0.000    0.026    0.026 robot.py:145(__init__)
        1    0.000    0.000    0.000    0.000 robot.py:16(InstrumentMosfet)
        1    0.000    0.000    0.000    0.000 robot.py:189(reset)
        1    0.000    0.000    0.000    0.000 robot.py:215(add_instrument)
     2955    0.002    0.000    0.002    0.000 robot.py:281(get_motor)
     1187    0.001    0.000    0.001    0.000 robot.py:379(add_command)
       40    0.000    0.000    0.074    0.002 robot.py:392(move_head)
     1762    0.010    0.000    7.980    0.005 robot.py:421(move_to)
     1181    0.008    0.000    0.250    0.000 robot.py:482(_calibrated_max_dimension)
        1    0.000    0.000    0.000    0.000 robot.py:49(InstrumentMotor)
     4721    0.007    0.000    0.148    0.000 robot.py:492(_max_per_instrument)
     1181    0.003    0.000    0.019    0.000 robot.py:520(<listcomp>)
    14163    0.005    0.000    0.010    0.000 robot.py:522(<lambda>)
     1181    0.009    0.000    0.266    0.000 robot.py:529(_create_arc)
        1    0.000    0.000    0.000    0.000 robot.py:53(__init__)
     1779    0.004    0.000    3.331    0.002 robot.py:57(move)
        1    0.000    0.000    0.000    0.000 robot.py:585(set_connection)
        1    0.000    0.000    0.000    0.000 robot.py:607(disconnect)
     2361    0.001    0.000    0.070    0.000 robot.py:618(containers)
        1    0.000    0.000    0.000    0.000 robot.py:624(get_deck_slot_types)
        1    0.000    0.000    0.000    0.000 robot.py:627(get_slot_offsets)
        1    0.000    0.000    0.000    0.000 robot.py:652(get_max_robot_rows)
        1    0.000    0.000    0.000    0.000 robot.py:656(setup_deck)
       13    0.000    0.000    0.000    0.000 robot.py:688(get_instruments)
       10    0.000    0.000    0.000    0.000 robot.py:696(<lambda>)
       13    0.000    0.000    0.043    0.003 robot.py:705(add_container)
       10    0.000    0.000    0.045    0.005 robot.py:72(home)
     1166    0.001    0.000    0.002    0.000 robot.py:89(speed)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:205(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:290(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:343(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:394(EpollSelector)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:59(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:79(BaseSelector)
        1    0.000    0.000    0.000    0.000 serialposix.py:247(Serial)
        1    0.000    0.000    0.001    0.001 serialposix.py:30(<module>)
        1    0.000    0.000    0.000    0.000 serialposix.py:43(PlatformSpecificBase)
        1    0.000    0.000    0.000    0.000 serialposix.py:698(PosixPollSerial)
        1    0.000    0.000    0.000    0.000 serialposix.py:733(VTIMESerial)
        1    0.000    0.000    0.000    0.000 serialposix.py:81(PlatformSpecific)
        1    0.000    0.000    0.000    0.000 serialutil.py:10(<module>)
        1    0.000    0.000    0.000    0.000 serialutil.py:102(Timeout)
        1    0.000    0.000    0.000    0.000 serialutil.py:161(SerialBase)
        4    0.000    0.000    0.000    0.000 serialutil.py:54(to_bytes)
        1    0.000    0.000    0.000    0.000 serialutil.py:90(SerialException)
        1    0.000    0.000    0.000    0.000 serialutil.py:94(SerialTimeoutException)
        1    0.000    0.000    0.002    0.002 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:55(Error)
